"input_index","reference","sentiment","text_key","title","author","date","period","mode","genre","gender","birthdate","nationality","role","source","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5","Topic 6","Topic 7","Topic 8","Topic 9","Topic 10","Topic 11","Topic 12","Topic 13","Topic 14","Topic 15","Topic 16","Topic 17","Topic 18","Topic 19","Topic 20","Topic 21","Topic 22","Topic 23","Topic 24","Topic 25","Topic 26","Topic 27","Topic 28","Topic 29","Topic 30","Topic 31","Topic 32","Topic 33","Topic 34","Topic 35","Topic 36","Topic 37","Topic 38","Topic 39","Topic 40","Topic 41","Topic 42","Topic 43","Topic 44","Topic 45","Topic 46","Topic 47","Topic 48","Topic 49","Topic 50","Topic 51","Topic 52","Topic 53","Topic 54","Topic 55","Topic 56","Topic 57","Topic 58","Topic 59","Topic 60","Topic 61","Topic 62","Topic 63","Topic 64","Topic 65","Topic 66","Topic 67","Topic 68","Topic 69","Topic 70","Topic 71","Topic 72","Topic 73"
138,"Scott_GuyManneri_1","0.9998","Scott_GuyManneri","Guy Mannering; or, The Astrologer — Complete","Scott, Walter",1815,,"Novel",,"m",1771,"Scottish",,"pb-manual","0.02","1.13","0.83","1.56","7.77","2.1","0.44","1.4","2.67","3.39","5.46","5.0","0.0","0.02","0.29","0.96","0.66","0.92","3.27","0.0","0.28","0.0","1.03","0.16","0.44","0.0","0.22","0.32","3.11","1.18","2.63","0.38","0.02","1.11","0.56","0.05","0.77","2.8","1.66","0.4","0.0","0.95","0.67","0.55","3.72","1.62","0.97","1.82","3.02","0.34","4.69","0.16","0.34","0.0","3.19","0.6","0.29","0.73","0.23","4.44","0.24","1.0","0.5","0.25","6.33","0.31","0.0","0.57","0.71","4.34","0.36","0.26","1.76"
139,"Crockett_RedCapTale_1","0.9998","Crockett_RedCapTale","Red Cap Tales, Stolen from the Treasure Chest of the Wizard of the North","Crockett, Samuel Rutherford",1904,,,,"m",1859,"Scottish",,"pb-manual","0.01","1.12","0.66","0.43","6.68","1.09","1.82","3.31","2.92","0.83","0.01","4.4","0.2","0.01","0.67","0.01","0.01","5.43","2.79","0.01","0.01","0.01","0.82","0.01","0.94","0.03","0.01","0.4","1.19","0.01","0.59","0.01","0.19","3.77","6.87","0.5","0.97","1.04","0.39","0.01","0.01","1.93","0.05","0.28","2.71","0.64","2.68","0.02","2.94","0.01","1.58","1.93","0.01","0.01","0.12","0.01","0.64","2.85","1.3","7.37","1.39","0.95","3.09","0.01","2.88","0.34","0.01","0.01","8.38","3.05","0.4","1.49","0.81"
140,"Scott_TheBlackDw_1","0.9997","Scott_TheBlackDw","The Black Dwarf","Scott, Walter",1816,,"Novel",,"m",1771,"Scottish",,"pb-manual","1.03","0.16","1.28","1.97","9.47","0.99","0.0","1.47","1.53","1.13","0.49","6.64","1.69","0.69","1.39","0.0","0.25","0.88","1.51","0.02","1.61","0.0","1.15","0.54","0.74","0.03","0.4","0.06","2.28","1.28","1.88","0.59","0.2","2.56","1.59","1.12","0.67","2.1","0.35","0.85","0.03","2.92","1.28","0.12","7.89","1.26","0.4","1.42","0.27","0.0","4.16","1.84","0.7","1.09","0.07","0.65","0.0","0.48","0.0","4.69","0.79","0.96","1.19","1.23","2.58","1.58","0.14","0.0","4.2","3.18","1.07","0.08","1.1"
141,"Scott_TheLadyoft_1","1.0","Scott_TheLadyoft","The Lady of the Lake","Scott, Walter",1810,,"poetry",,"m",1771,"Scottish",,"pb-manual","1.51","1.8","1.48","2.53","6.49","0.47","2.63","1.06","2.45","1.44","2.69","3.51","0.99","1.09","0.68","0.52","0.25","0.0","0.54","0.29","1.04","0.0","0.68","0.38","0.35","0.27","0.51","0.78","0.89","1.54","4.69","0.57","0.12","2.0","1.43","1.05","3.79","1.58","0.76","0.03","0.63","1.64","0.69","0.0","0.69","1.93","0.72","1.18","1.89","0.39","5.6","4.86","0.25","0.34","0.11","0.78","0.0","0.86","0.58","3.27","0.48","0.99","1.12","1.28","7.54","1.47","0.5","0.0","0.91","2.14","0.33","0.37","1.57"
142,"Scott_Woodstocko_1","0.9913","Scott_Woodstocko","Woodstock; or, the Cavalier","Scott, Walter",1826,,"Novel",,"m",1771,"Scottish",,"pb-manual","0.01","0.01","0.01","0.56","2.16","0.01","0.36","0.16","0.01","1.56","0.01","1.05","1.22","1.33","0.33","0.01","1.3","2.15","0.14","0.01","0.4","0.01","1.12","1.2","0.01","0.01","0.01","0.01","2.75","1.84","0.39","0.01","0.01","0.01","0.01","0.01","0.16","0.93","0.64","0.52","0.01","10.61","0.01","0.01","1.07","0.67","0.05","0.01","0.01","0.01","2.33","2.55","0.01","37.72","0.13","0.04","0.01","1.66","0.01","0.67","0.15","0.02","2.66","0.01","0.87","0.01","0.01","0.4","0.01","4.37","8.46","0.01","3.11"
143,"Shelley_Frankenste_1","1.0","Shelley_Frankenste","Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818,"Romantic","Novel","Gothic","f",1797,"English","Central","colors","0.47","0.41","1.43","1.85","8.29","2.22","1.11","1.47","5.37","5.74","0.0","2.06","0.42","0.47","2.28","0.35","0.0","1.13","0.28","0.12","0.18","0.0","0.95","3.86","0.77","0.0","0.08","0.95","1.16","3.52","0.45","0.34","0.0","0.81","2.6","0.53","2.86","7.17","1.69","0.23","0.0","0.58","0.64","0.26","0.94","0.75","0.46","0.9","0.88","0.08","5.5","0.23","1.64","0.0","0.92","1.83","0.0","0.0","0.31","1.87","0.87","0.11","2.69","0.56","6.13","4.19","0.0","0.6","1.17","1.29","0.0","0.3","0.64"
144,"Shelley_Lodore_1","1.0","Shelley_Lodore","Lodore","Shelley, Mary",1835,"Romantic","Novel","Gothic","f",1797,"English","Peripheral","colors","0.54","0.32","1.39","1.82","5.28","0.91","0.52","0.59","3.65","3.16","0.07","3.29","0.0","0.83","0.2","0.22","1.02","0.74","0.14","0.14","0.39","0.0","3.13","0.0","0.39","0.06","0.11","0.54","3.9","3.51","1.39","0.77","0.09","1.24","0.92","0.94","1.59","7.53","0.65","0.0","0.0","0.89","0.34","0.0","4.93","0.35","0.7","0.15","1.33","0.06","10.57","1.04","0.35","0.0","0.97","1.35","0.03","0.0","0.24","3.97","0.55","0.89","4.18","1.34","4.36","2.8","0.3","1.13","1.89","1.8","0.58","0.23","0.65"
145,"Shelley_Mathilda_1","1.0","Shelley_Mathilda","Mathilda","Shelley, Mary",1819,"Romantic","Novella","Gothic","f",1797,"English","Central","colors","0.0","0.4","0.75","0.4","11.83","2.09","0.19","0.16","3.57","1.9","1.44","0.92","0.01","0.07","0.99","0.07","0.74","0.04","0.7","0.49","0.79","0.0","1.03","0.13","0.9","0.0","0.12","0.0","1.43","0.37","3.93","0.0","0.19","1.35","2.63","0.35","3.09","2.47","0.0","0.0","0.31","0.66","0.0","0.0","2.65","0.26","0.75","0.82","0.3","0.23","7.8","1.32","0.16","0.0","0.0","2.19","0.0","0.0","0.07","1.7","0.29","0.02","0.88","0.01","11.51","13.71","0.0","0.27","1.72","3.82","0.44","0.0","2.46"
146,"Shelley_TheFortune_1","0.9999","Shelley_TheFortune","The Fortunes Of Perkin Warbeck. A Romance","Shelley, Mary",1830,"Romantic","Novel","Gothic","f",1797,"English","Peripheral","colors","0.47","0.17","0.32","2.68","5.49","1.01","0.8","1.33","1.76","7.31","0.62","2.99","0.44","1.03","0.55","0.04","0.02","0.94","0.86","0.15","1.27","0.01","1.18","0.5","0.46","0.24","0.22","0.11","1.91","0.48","1.93","0.76","0.08","2.41","1.4","0.13","8.56","10.08","1.02","0.18","0.0","1.35","0.37","0.0","1.22","0.49","0.21","0.37","0.66","0.0","8.44","1.76","0.3","0.2","0.52","0.97","0.05","0.42","0.82","1.38","1.02","0.0","1.52","0.31","7.31","1.13","0.0","1.06","1.87","2.01","0.58","0.0","1.68"
147,"Shelley_TheLastMan_1","1.0","Shelley_TheLastMan","The Last Man","Shelley, Mary",1826,"Romantic","Novel","Gothic","f",1797,"English","Peripheral","colors","0.28","0.52","1.23","5.01","8.76","0.73","0.5","0.99","2.81","3.13","0.0","3.79","0.04","0.98","2.11","0.65","0.0","0.83","0.58","0.0","0.36","0.39","2.09","0.51","2.32","0.57","0.15","0.37","3.99","2.49","0.85","0.54","0.11","3.52","1.93","1.25","2.2","4.13","0.99","0.1","0.0","0.54","0.39","0.0","4.39","1.29","0.02","1.12","1.45","0.14","6.54","1.53","1.25","0.09","1.09","1.59","0.0","0.18","0.11","2.94","0.31","0.43","1.58","0.5","3.43","1.78","0.2","1.01","0.68","1.73","1.24","0.06","0.55"
148,"Shelley_ValpergaOr_1","1.0","Shelley_ValpergaOr","Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823,"Romantic","Novel","Gothic","f",1797,"English","Peripheral","colors","1.24","0.38","0.68","3.17","7.35","0.94","4.64","1.98","1.91","3.21","0.22","4.41","0.31","0.46","2.1","0.12","0.56","0.66","0.44","0.33","0.77","0.0","1.91","0.5","0.52","0.49","0.86","1.07","1.54","0.3","2.73","0.06","0.33","1.47","0.68","0.84","1.52","8.43","1.82","0.86","0.07","1.26","0.52","0.33","1.92","0.7","0.0","0.71","2.52","0.38","6.74","0.26","1.33","0.0","0.83","0.89","0.69","0.0","0.01","3.27","0.0","0.33","1.35","1.03","1.64","1.95","0.02","0.88","3.9","3.15","0.42","0.0","1.05"
149,"Shelley_StIrvyneOr_1","-0.9989","Shelley_StIrvyneOr","St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811,"Romantic","Novella","Gothic","m",1792,"English","Central","colors","0.0","0.0","0.0","0.83","3.81","1.15","0.44","8.49","3.19","3.28","0.01","1.33","0.12","2.49","1.72","0.29","0.01","4.87","0.56","0.0","0.01","0.0","1.45","0.55","0.5","0.88","1.27","0.63","1.04","1.6","1.04","1.52","0.0","1.02","3.63","0.5","3.15","10.09","1.98","0.41","0.0","1.0","0.97","0.26","7.17","1.8","0.18","0.75","0.83","0.36","4.15","1.5","0.84","0.4","0.0","1.0","0.0","0.17","0.34","1.25","0.6","0.55","0.84","0.2","1.83","3.4","0.18","0.38","1.57","2.71","0.26","0.19","0.41"
150,"Shelley_ZastrozziA_1","-0.9997","Shelley_ZastrozziA","Zastrozzi. A Romance","Shelley, Percy",1810,"Romantic","Novella","Gothic","m",1792,"English","Central","colors","0.0","0.0","0.0","0.95","36.09","0.72","0.03","1.44","2.54","1.02","0.0","0.96","0.02","0.99","0.0","0.0","0.33","2.19","0.29","0.0","0.27","0.0","0.52","0.0","0.75","0.05","0.03","0.1","1.42","1.49","0.74","0.0","0.0","0.77","0.43","0.2","1.0","5.17","1.91","0.17","0.0","0.42","0.27","0.03","1.05","1.51","0.11","0.7","0.83","0.0","24.69","0.81","0.17","0.0","0.0","0.2","0.0","0.04","0.0","1.2","0.0","0.56","0.69","0.03","1.01","0.29","0.0","0.36","0.95","0.86","0.34","0.0","0.21"
151,"Sleath_TheOrphanO_1","0.9999","Sleath_TheOrphanO","The Orphan Of The Rhine. A Romance","Sleath, Eleanor",1798,"Romantic","Novel","Gothic","f",1770,"English","Central","colors","0.54","0.0","0.41","0.71","25.95","0.34","0.45","0.24","1.16","2.8","0.06","4.11","0.0","1.17","0.99","0.19","0.05","2.04","0.98","0.0","0.12","0.0","1.89","0.04","0.8","0.0","0.0","0.32","1.7","3.8","0.62","0.25","0.0","1.52","0.63","0.44","1.22","7.75","1.52","0.3","0.0","0.73","0.02","0.0","1.72","0.08","0.0","1.6","0.49","0.0","7.19","1.29","3.65","0.0","0.25","1.46","0.0","0.01","0.04","3.66","0.01","0.61","2.49","0.03","4.33","1.0","0.04","0.52","1.13","1.72","0.32","0.0","0.42"
152,"Smith_EmmelineOr_1","0.9998","Smith_EmmelineOr","Emmeline, Or The Orphan Of The Castle","Smith, Charlotte",1788,"Romantic","Novel","Gothic","f",1749,"English","Central","colors","1.03","0.18","0.0","0.49","17.35","1.52","1.1","0.44","1.0","1.8","0.53","1.8","0.18","1.15","1.19","0.02","0.12","1.03","0.64","0.0","0.0","0.0","1.64","0.86","0.01","0.01","0.0","0.08","0.09","0.95","0.32","0.0","0.0","3.76","0.27","0.59","0.79","11.44","0.64","0.0","0.06","0.0","0.0","0.0","1.19","0.0","0.0","0.25","0.29","0.0","10.63","2.01","0.04","0.4","0.2","2.16","0.0","0.15","0.0","2.21","0.16","0.1","0.28","0.0","15.33","0.71","0.0","0.15","0.84","7.77","0.44","0.0","1.54"
153,"Smith_TheBanishe_1","-0.9998","Smith_TheBanishe","The Banished Man","Smith, Charlotte",1794,"Romantic","Novel","Gothic","f",1749,"English","Peripheral","colors","0.01","0.01","0.65","0.61","15.87","0.27","0.02","0.37","2.09","1.72","0.01","2.98","0.77","0.01","1.43","0.01","0.01","1.15","0.01","0.01","0.42","0.01","0.44","0.01","0.02","0.01","0.01","0.01","1.7","4.95","0.5","4.54","0.01","2.61","0.01","0.23","5.16","25.16","0.01","0.01","0.01","0.43","0.82","0.01","0.7","0.01","0.01","0.41","1.48","0.01","3.57","0.01","1.46","0.01","0.03","2.16","0.01","0.01","0.01","4.3","0.01","0.74","0.57","2.16","2.4","0.98","0.01","1.0","0.01","2.56","0.01","0.01","0.41"
154,"Smith_TheEmigran_1","-0.9996","Smith_TheEmigran","The Emigrants","Smith, Charlotte",1793,"Romantic","Poetry","Gothic","f",1749,"English","Peripheral","colors","0.07","0.0","2.62","1.05","4.52","1.06","0.84","1.99","3.47","0.97","0.22","2.94","0.24","2.16","2.54","0.0","0.0","0.0","1.9","0.04","0.47","0.0","2.93","0.21","0.19","0.11","0.22","1.88","2.11","3.95","2.76","0.7","0.04","3.71","0.85","0.72","3.14","12.88","0.15","0.94","0.4","1.94","1.92","0.0","4.23","0.14","0.22","0.46","0.29","0.38","4.96","4.51","0.26","0.11","0.19","0.36","0.0","0.13","0.52","1.11","0.13","0.0","0.64","2.78","1.86","1.32","0.0","0.34","0.8","2.99","1.2","0.11","1.03"
155,"Smith_TheOldMano_1","0.9999","Smith_TheOldMano","The Old Manor House","Smith, Charlotte",1793,"Romantic","Novel","Gothic","f",1749,"English","Central","colors","0.0","0.0","0.0","2.19","2.24","2.12","0.14","0.16","6.4","3.28","0.71","1.49","0.01","0.43","0.24","0.06","0.09","0.37","0.52","0.0","0.76","0.0","0.55","0.0","1.07","0.0","0.0","0.0","0.0","1.11","1.46","0.02","0.0","1.85","0.62","0.06","2.82","2.35","0.74","0.17","0.0","0.01","0.0","0.0","0.61","0.46","0.0","0.28","0.45","0.0","13.22","0.92","0.16","0.0","0.04","1.26","0.0","0.0","0.0","5.5","0.41","0.0","0.71","0.08","33.95","1.12","0.0","0.01","1.03","2.26","0.0","0.0","3.38"
156,"Smith_WrittenOnT_1","-0.9735","Smith_WrittenOnT","Written On The Sea Shore","Smith, Charlotte",1784,"Romantic","Poetry","Sonnet","f",1749,"English","Peripheral","colors","0.23","0.23","83.2","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23"
157,"Smollett_TheAdventu_1","1.0","Smollett_TheAdventu","The Adventures Of Ferdinand Count Fathom","Smollett, Tobias",1753,"Pre-Romantic","Novel",,"m",1721,"Scottish","Influence","colors","0.17","0.74","0.62","3.53","10.27","1.26","0.6","0.71","3.22","4.59","0.7","3.42","0.88","1.1","1.07","0.47","0.75","1.67","0.65","0.16","0.43","0.63","0.96","0.45","1.29","0.51","0.21","0.17","1.33","1.33","1.08","0.86","0.35","1.0","0.46","0.55","3.36","3.31","0.85","0.69","0.0","1.59","0.26","0.21","0.41","1.03","0.4","0.46","0.66","0.0","9.33","0.63","1.08","0.0","0.69","1.9","0.93","0.9","0.55","6.72","0.39","0.03","1.67","0.0","1.96","0.91","0.29","1.1","2.38","5.14","0.32","0.47","1.22"
158,"Spina_OldMrWiley_1","0.9996","Spina_OldMrWiley","Old Mr. Wiley","Spina, Greye La",1810,,,,"m",1880,"American",,"gutenberg","0.01","0.01","4.65","0.03","12.12","0.41","1.5","5.63","0.1","0.01","0.01","0.96","1.37","6.32","1.68","0.01","0.01","0.01","32.58","0.01","0.11","0.01","0.01","0.01","3.05","0.01","0.25","0.01","0.01","0.64","1.53","0.92","0.84","1.74","0.01","0.01","0.01","0.02","0.01","0.01","0.01","0.32","0.01","0.01","0.13","0.23","0.01","0.01","0.31","0.01","3.05","0.09","0.01","0.01","0.01","0.51","0.01","0.01","1.3","10.73","0.09","0.01","0.22","0.47","0.01","0.01","1.35","0.01","2.44","2.01","0.01","0.01","0.01"
159,"Stagg_TheVampyre_1","-0.9989","Stagg_TheVampyre","The Vampyre","Stagg, John",1810,"Romantic","Poetry","Gothic","m",1770,"English","Peripheral","colors","0.04","0.04","0.04","0.04","0.04","0.04","0.04","6.42","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","90.67","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04"
160,"Stevenson_AChildsGar_1","0.9999","Stevenson_AChildsGar","A Child's Garden of Verses","Stevenson, Robert Louis",1885,"Victorian","Poetry",,"m",1850,"Scottish",,"pb-manual","0.14","0.19","1.8","0.01","4.77","4.3","2.05","6.04","0.01","0.01","0.01","0.82","0.01","0.01","1.19","0.01","1.52","3.2","4.27","0.01","0.94","0.01","0.01","0.06","0.01","0.01","1.5","0.29","10.71","0.24","5.55","0.01","0.01","0.36","4.28","0.01","0.21","2.82","0.01","0.46","0.79","1.0","0.38","0.37","10.03","3.41","0.01","0.01","0.01","0.01","4.9","4.11","0.5","0.01","0.01","0.01","0.4","0.17","0.87","0.99","0.02","0.01","0.21","0.38","1.38","4.89","0.01","0.01","0.88","4.21","0.68","0.01","1.54"
161,"Stevenson_TheStrange_1","0.9997","Stevenson_TheStrange","The Strange Case Of Dr. Jekyll And Mr. Hyde","Stevenson, Robert Louis",1886,"Victorian","Novel","Gothic","m",1850,"Scottish","Central","colors","0.45","0.01","2.69","1.31","15.29","0.4","1.53","3.41","1.89","3.41","0.01","2.47","0.01","0.01","0.18","0.01","1.06","3.07","2.37","0.01","0.01","0.01","0.65","0.01","0.08","0.01","0.01","0.01","2.46","0.72","1.18","0.01","0.01","1.44","1.3","0.01","1.7","0.77","2.51","0.01","0.01","0.15","0.01","0.01","2.16","0.94","0.28","4.39","0.25","0.03","2.84","6.53","0.01","0.01","0.48","1.85","0.39","0.62","0.01","1.4","2.7","0.01","1.23","0.01","4.11","4.67","0.01","0.01","1.67","7.65","1.11","0.37","1.68"
162,"Stoker_Dracula_1","0.9999","Stoker_Dracula","Dracula","Stoker, Bram",1897,"Victorian","Novel","Gothic","m",1847,"Irish","Central","colors","1.64","0.14","2.44","1.45","1.45","0.19","0.72","0.61","0.03","0.01","0.31","1.43","0.01","0.13","0.17","0.06","0.01","2.46","3.64","0.01","0.4","0.01","0.48","0.01","0.01","0.01","0.01","0.01","2.75","0.01","0.6","0.01","0.01","0.7","0.41","0.01","0.57","2.09","0.34","1.35","0.01","1.42","0.07","0.01","17.46","0.01","0.6","0.95","0.23","8.08","6.63","0.01","0.01","0.01","0.28","0.7","0.01","0.23","0.01","9.81","0.71","0.93","0.96","3.06","8.08","0.01","0.01","0.98","2.7","7.6","0.06","0.8","0.95"
163,"Stoker_DraculasGu_1",999,"Stoker_DraculasGu","Dracula's Guest","Stoker, Bram",1914,,,"Gothic","m",1847,"Irish",,"pb-manual","0.01","0.98","0.28","0.01","8.93","0.01","0.01","3.06","0.01","1.66","0.01","2.81","0.01","0.01","1.5","0.01","0.01","10.82","0.35","0.01","0.29","0.01","0.01","0.01","0.01","0.38","0.01","0.01","0.01","0.01","0.83","0.01","0.01","11.65","0.01","0.01","0.01","0.01","0.31","0.01","0.01","0.68","0.53","0.01","2.07","0.88","0.01","0.01","13.36","0.01","1.32","0.31","0.01","0.04","0.01","0.01","0.01","0.01","0.01","0.01","0.53","0.01","0.01","0.01","0.39","2.25","0.01","4.77","22.1","5.47","0.2","0.01","1.01"
164,"Stoker_TheJewelof_1","0.9999","Stoker_TheJewelof","The Jewel of Seven Stars","Stoker, Bram",1903,,,"Gothic","m",1847,"Irish",,"pb-manual","0.04","0.01","6.42","5.1","17.45","0.94","6.46","3.27","0.4","5.16","0.22","2.92","0.01","0.01","1.0","0.01","0.01","2.3","0.75","0.01","0.01","0.01","0.74","0.01","0.01","0.72","0.01","0.01","0.01","0.01","3.85","0.01","0.01","2.75","0.23","0.01","0.01","0.39","1.88","0.01","0.01","5.76","0.19","0.01","2.05","1.02","0.01","0.01","0.49","1.18","4.88","0.27","0.01","0.01","0.01","0.86","0.01","1.29","0.01","3.55","0.01","0.01","0.01","0.01","1.11","0.01","0.01","0.01","0.93","9.96","0.01","0.57","2.66"
165,"Stoker_TheLadyoft_1","0.9999","Stoker_TheLadyoft","The Lady of the Shroud","Stoker, Bram",1909,,,"Gothic","m",1847,"Irish",,"pb-manual","0.01","0.34","1.37","1.14","0.61","0.17","0.01","0.6","0.97","0.58","0.99","8.16","0.01","0.01","1.14","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.47","0.01","0.2","0.01","0.01","0.01","0.01","0.01","0.01","0.94","1.82","0.01","0.01","0.01","0.01","0.01","0.01","1.85","1.13","0.01","7.32","0.01","3.11","0.01","0.01","0.01","0.01","0.2","0.1","8.29","0.01","0.05","33.12","0.01","0.01","1.25","17.46","0.01","0.01","0.01","0.01","5.31","0.01","0.01","0.01"
166,"Stoker_TheLairOfT_1","1.0","Stoker_TheLairOfT","The Lair Of The White Worm","Stoker, Bram",1911,"Victorian","Novel","Gothic","m",1847,"Irish","Peripheral","colors","0.25","0.01","0.55","0.94","3.45","3.91","0.31","0.44","0.02","1.41","0.14","32.75","0.01","0.01","0.22","0.55","0.6","0.07","0.63","0.01","0.01","0.01","0.01","0.01","0.11","0.01","0.01","3.15","1.48","0.05","0.88","0.01","0.01","3.65","0.02","0.01","0.8","0.97","0.4","0.01","0.01","1.63","0.97","0.01","3.15","3.54","0.5","0.08","0.06","0.01","4.91","0.01","0.01","0.01","0.16","0.29","0.02","0.48","0.05","2.07","4.18","0.01","0.05","0.01","9.48","0.01","0.01","0.01","1.77","6.96","0.01","0.03","1.72"
167,"Stoker_TheMan_1","1.0","Stoker_TheMan","The Man","Stoker, Bram",1905,,,"Gothic","m",1847,"Irish",,"gutenberg","0.61","0.3","4.28","3.8","4.75","5.11","0.78","9.4","2.52","1.23","0.27","2.67","0.19","0.01","0.43","1.09","0.01","1.94","2.91","0.01","1.19","0.01","0.33","0.33","0.73","0.41","0.01","0.34","4.64","0.01","1.05","0.01","0.14","0.27","2.23","0.01","0.35","1.41","1.63","0.01","0.01","2.05","0.6","0.01","0.74","5.5","0.01","1.46","1.08","1.6","5.79","0.19","0.01","0.16","0.82","0.63","0.96","0.01","0.01","8.47","0.3","0.01","0.57","1.2","3.2","0.79","0.01","0.03","1.0","4.79","0.44","0.01","0.22"
168,"unsigned_CountRoder_1","0.9994","unsigned_CountRoder","Count Roderic'S Castle, Or, Gothic Times. A Tale","unsigned",1794,"Romantic","Novel","Gothic",,,,"Peripheral","colors","0.42","0.07","0.11","0.37","22.62","0.96","0.08","0.76","0.01","1.99","0.0","16.28","0.34","1.33","0.79","0.62","0.01","0.4","0.08","0.0","0.0","0.0","0.0","0.0","0.06","0.09","0.0","0.0","0.54","0.72","0.23","1.07","0.0","0.44","0.55","0.66","0.86","5.49","7.17","0.38","0.0","1.81","0.6","0.0","0.47","0.51","0.0","4.44","1.37","0.0","14.41","0.74","0.01","0.0","0.61","2.06","0.0","0.19","0.02","0.43","0.11","0.0","0.47","0.0","0.94","0.11","0.0","0.0","3.57","1.42","0.0","0.0","0.1"
169,"Viereck_TheHouseof_1","0.9999","Viereck_TheHouseof","Edgar Huntly; or, Memoirs of a Sleep-Walker","Viereck, George Sylvester",1907,,,,"m",1884,"American",,"gutenberg","0.15","0.0","0.99","2.44","2.23","1.78","2.36","2.75","1.91","1.9","0.0","1.67","0.86","0.45","1.35","0.0","0.51","2.27","2.51","0.0","1.34","0.6","1.13","0.35","0.64","0.09","0.0","1.03","2.22","0.27","2.86","0.43","0.81","3.7","5.01","0.56","1.31","1.92","1.37","0.0","0.0","1.89","0.06","0.07","1.15","2.74","1.12","1.22","1.13","0.14","3.39","3.93","2.29","0.0","0.0","1.55","0.0","0.0","0.2","3.16","0.11","0.8","1.17","0.98","2.69","0.76","0.88","0.0","1.41","9.22","1.26","0.1","4.79"
170,"Walpole_TheCastleO_1","-0.9988","Walpole_TheCastleO","The Castle Of Otranto","Walpole, Horace",1764,"Romantic","Novel","Gothic","m",1717,"English","Central","colors","0.19","0.04","0.01","1.99","30.28","4.82","0.09","0.0","2.62","4.23","0.82","4.36","0.25","0.16","0.93","0.0","0.01","0.39","0.7","0.0","1.16","0.0","0.4","0.01","0.21","0.0","0.11","0.0","0.3","3.63","1.35","1.17","0.0","0.5","3.71","0.02","0.0","4.93","0.36","0.0","0.0","1.29","0.0","0.0","0.96","0.0","0.0","0.39","0.38","0.0","11.56","1.34","0.16","0.0","0.0","0.09","0.0","0.0","0.0","1.0","0.06","0.29","1.12","0.0","3.76","1.2","0.0","0.0","1.34","4.83","0.26","0.0","0.1"
171,"Wharton_Afterward_1","-0.9529","Wharton_Afterward","Afterward","Wharton, Edith",1910,,"Short Story","Gothic","f",1862,"American","Peripheral","colors","0.04","0.28","1.73","4.65","6.54","0.36","4.65","3.56","1.74","1.28","2.98","1.52","1.82","0.47","1.07","0.51","0.41","1.28","0.36","0.36","0.21","0.13","0.02","0.04","0.62","0.54","1.02","0.0","5.06","0.08","1.2","1.42","0.59","3.57","0.45","0.17","0.4","1.94","2.95","0.0","0.0","1.66","0.76","0.0","1.07","0.56","2.55","0.89","2.51","0.13","2.52","1.01","0.98","0.51","1.24","0.44","0.0","1.62","0.69","2.87","3.65","1.02","0.81","0.0","3.94","0.82","1.85","0.07","0.97","1.82","2.8","2.12","2.08"
172,"Wilde_Salome_1","0.99","Wilde_Salome","Salome","Wilde, Oscar",1894,"Victorian","Drama","Gothic","m",1854,"Irish","Peripheral","colors","0.01","0.01","0.01","0.06","0.01","0.01","0.01","31.19","0.39","0.02","0.01","0.06","0.01","0.01","0.23","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.18","0.01","0.01","0.1","0.13","0.02","0.01","0.01","2.71","0.01","0.01","0.02","0.01","1.2","0.78","0.65","11.32","0.01","0.01","0.01","0.58","0.01","1.86","3.06","0.13","0.14","0.01","0.01","0.39","29.38","3.12","0.01","0.59","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.71","0.01","0.01","0.01","0.01","0.01","0.01","1.03","0.01","0.01","7.69"
